lat,lon,category,date,city_name,town_name
37.898369,139.113019,自転車盗,2025-03-22,新潟市東区,若葉町１丁目
37.857310,139.137769,出店荒し,2025-03-23,新潟市江南区,横越川根町３丁目
37.761333,139.131373,自転車盗,2025-03-24,新潟市秋葉区,朝日
37.901002,139.078104,自転車盗,2025-03-24,新潟市東区,江南１丁目
37.892853,139.098157,住宅侵入窃盗,2025-03-23,新潟市東区,石山３丁目
37.801057,139.119332,自転車盗,2025-03-25,新潟市秋葉区,新津本町１丁目
37.924773,139.114948,自転車盗,2025-03-25,新潟市東区,大形本町３丁目
37.877740,139.107139,自転車盗,2025-03-27,新潟市江南区,東船場３丁目
37.749502,139.094820,自転車盗,2025-03-16,新潟市秋葉区,舟戸２丁目
37.877373,139.107445,自転車盗,2025-03-01,新潟市江南区,東船場３丁目
37.800018,139.121105,自転車盗,2025-03-31,新潟市秋葉区,新津本町１丁目
37.877740,139.107139,自転車盗,2025-03-01,新潟市江南区,東船場３丁目
37.908348,139.083413,自転車盗,2025-03-20,新潟市東区,紫竹６丁目
37.777351,139.117880,自転車盗,2025-03-09,新潟市秋葉区,東島
37.811726,139.119393,住宅侵入窃盗,2025-04-02,新潟市秋葉区,北上１丁目
37.907528,139.108391,自転車盗,2025-04-04,新潟市東区,東中島２丁目
37.877740,139.107139,自転車盗,2025-03-26,新潟市江南区,東船場３丁目
37.895330,139.090975,住宅侵入窃盗,2025-04-05,新潟市東区,石山１丁目
37.896357,139.095397,自転車盗,2025-04-07,新潟市東区,石山５丁目
37.908481,139.108372,自転車盗,2025-04-07,新潟市東区,中島２丁目
37.876978,139.108954,自転車盗,2025-04-08,新潟市江南区,亀田向陽１丁目
37.919702,139.082147,自転車盗,2025-03-15,新潟市東区,山木戸３丁目
37.801057,139.119332,自転車盗,2025-04-09,新潟市秋葉区,新津本町１丁目
37.800553,139.121512,自転車盗,2025-04-08,新潟市秋葉区,新津本町１丁目
37.876978,139.108954,自転車盗,2025-04-09,新潟市江南区,亀田向陽１丁目
37.877740,139.107139,自転車盗,2025-04-10,新潟市江南区,東船場３丁目
37.876978,139.108954,自転車盗,2025-04-10,新潟市江南区,亀田向陽１丁目
37.927199,139.119069,自転車盗,2025-04-06,新潟市東区,大形本町１丁目
37.801057,139.119332,自転車盗,2025-04-11,新潟市秋葉区,新津本町１丁目
37.915848,139.129531,自転車盗,2025-04-15,新潟市東区,岡山
37.908481,139.108372,自転車盗,2025-04-05,新潟市東区,中島２丁目
37.801057,139.119332,自転車盗,2025-04-17,新潟市秋葉区,新津本町１丁目
37.915848,139.129531,自転車盗,2025-04-18,新潟市東区,岡山
37.908481,139.108372,自転車盗,2025-04-18,新潟市東区,中島２丁目
37.749502,139.094820,自転車盗,2025-04-18,新潟市秋葉区,舟戸２丁目
37.916937,139.085568,自転車盗,2025-04-19,新潟市東区,中山５丁目
37.876614,139.108295,自転車盗,2025-04-19,新潟市江南区,東船場１丁目
37.915570,139.130002,自転車盗,2025-04-21,新潟市東区,岡山
37.934291,139.072906,自転車盗,2025-04-19,新潟市東区,長者町
37.801057,139.119332,自転車盗,2025-04-21,新潟市秋葉区,新津本町１丁目
37.834524,139.112351,自転車盗,2025-04-22,新潟市秋葉区,中野３丁目
37.877740,139.107139,自転車盗,2025-04-24,新潟市江南区,東船場３丁目
37.896357,139.095397,自転車盗,2025-04-24,新潟市東区,石山５丁目
37.896357,139.095397,自転車盗,2025-04-25,新潟市東区,石山５丁目
37.865923,139.112125,自転車盗,2025-04-19,新潟市江南区,亀田新明町４丁目
37.876978,139.108954,自転車盗,2025-04-28,新潟市江南区,亀田向陽１丁目
37.915570,139.130002,自転車盗,2025-04-28,新潟市東区,岡山
37.914968,139.126078,自転車盗,2025-04-28,新潟市東区,岡山
37.915570,139.130002,自転車盗,2025-04-28,新潟市東区,岡山
37.897181,139.092860,車上ねらい,2025-04-30,新潟市東区,石山２丁目
37.896357,139.095397,自転車盗,2025-04-30,新潟市東区,石山５丁目
37.853614,139.147763,車上ねらい,2025-05-01,新潟市江南区,横越中央６丁目
37.907799,139.077969,住宅侵入窃盗,2025-05-02,新潟市東区,紫竹３丁目
37.834524,139.112351,自転車盗,2025-05-05,新潟市秋葉区,中野３丁目
37.877740,139.107139,自転車盗,2025-04-28,新潟市江南区,東船場３丁目
37.915848,139.129531,自転車盗,2025-05-07,新潟市東区,岡山
37.876978,139.108954,自転車盗,2025-05-07,新潟市江南区,亀田向陽１丁目
37.877740,139.107139,自転車盗,2025-05-03,新潟市江南区,東船場３丁目
37.946497,139.124013,車上ねらい,2025-05-08,新潟市東区,下山２丁目
37.908481,139.108372,自転車盗,2025-05-09,新潟市東区,中島２丁目
37.877740,139.107139,自転車盗,2025-05-09,新潟市江南区,東船場３丁目
37.915848,139.129531,自転車盗,2025-05-09,新潟市東区,岡山
37.790341,139.146019,事務所荒し,2025-05-12,新潟市秋葉区,柄目木
37.876978,139.108954,自転車盗,2025-05-13,新潟市江南区,亀田向陽１丁目
37.923239,139.118157,自転車盗,2025-05-09,新潟市東区,大形本町４丁目
37.932406,139.106828,部品ねらい,2025-05-13,新潟市東区,河渡
37.876827,139.080059,自転車盗,2025-05-14,新潟市江南区,下早通柳田１丁目
37.876614,139.108295,自転車盗,2025-03-17,新潟市江南区,東船場１丁目
37.908481,139.108372,自転車盗,2025-05-15,新潟市東区,中島２丁目
37.749502,139.094820,自転車盗,2025-05-18,新潟市秋葉区,舟戸２丁目
37.834524,139.112351,自転車盗,2025-05-20,新潟市秋葉区,中野３丁目
37.800452,139.121149,自転車盗,2025-05-16,新潟市秋葉区,新津本町１丁目
37.895835,139.096266,自転車盗,2025-05-21,新潟市東区,石山４丁目
37.800553,139.121512,自転車盗,2025-05-23,新潟市秋葉区,新津本町１丁目
37.863387,139.040294,自転車盗,2025-05-23,新潟市江南区,曽野木２丁目
37.748471,139.095455,自転車盗,2025-05-24,新潟市秋葉区,矢代田
37.900790,139.112898,自転車盗,2025-05-25,新潟市東区,東中野山３丁目
37.915371,139.128873,自転車盗,2025-05-25,新潟市東区,岡山
37.876149,139.102664,自動車盗,2025-05-24,新潟市江南区,旭３丁目
37.809194,139.121081,自転車盗,2025-05-26,新潟市秋葉区,北上１丁目
37.877417,139.108452,自転車盗,2025-05-26,新潟市江南区,亀田向陽３丁目
37.876978,139.108954,自転車盗,2025-05-26,新潟市江南区,亀田向陽１丁目
37.813264,139.117144,自転車盗,2025-05-27,新潟市秋葉区,北上１丁目
37.915371,139.128873,自転車盗,2025-05-28,新潟市東区,岡山
37.896187,139.095352,自転車盗,2025-05-29,新潟市東区,石山２丁目
37.933813,139.113323,自転車盗,2025-05-29,新潟市東区,松崎
37.877373,139.107445,自転車盗,2025-05-28,新潟市江南区,東船場３丁目
37.876982,139.123512,オートバイ盗,2025-05-30,新潟市江南区,丸山
37.876978,139.108954,車上ねらい,2025-05-30,新潟市江南区,亀田向陽１丁目
37.915586,139.128883,自転車盗,2025-05-30,新潟市東区,岡山
37.917681,139.135655,車上ねらい,2025-05-01,新潟市東区,本所１丁目
37.801371,139.121578,自転車盗,2025-06-01,新潟市秋葉区,新津本町１丁目
37.908481,139.108372,自転車盗,2025-06-01,新潟市東区,中島２丁目
37.925740,139.115571,自転車盗,2025-06-01,新潟市東区,大形本町１丁目
37.876978,139.108954,自転車盗,2025-06-02,新潟市江南区,亀田向陽１丁目
37.923386,139.126999,自転車盗,2025-06-03,新潟市東区,海老ケ瀬
37.814088,139.120418,部品ねらい,2025-06-03,新潟市秋葉区,北上２丁目
37.865929,139.119788,自転車盗,2025-06-04,新潟市江南区,砂岡１丁目
37.915371,139.128873,自転車盗,2025-06-05,新潟市東区,岡山
37.919648,139.124067,事務所荒し,2025-05-21,新潟市東区,大形本町
37.915586,139.128883,自転車盗,2025-06-06,新潟市東区,岡山
37.915848,139.129531,自転車盗,2025-06-01,新潟市東区,岡山
37.915848,139.129531,自転車盗,2025-06-06,新潟市東区,岡山
37.876614,139.108295,自転車盗,2025-06-06,新潟市江南区,東船場１丁目
37.939249,139.073347,車上ねらい,2025-06-10,新潟市東区,山の下町
37.896187,139.095352,自転車盗,2025-06-10,新潟市東区,石山２丁目
37.922838,139.093008,自転車盗,2025-06-11,新潟市東区,牡丹山３丁目
37.877740,139.107139,自転車盗,2025-06-12,新潟市江南区,東船場３丁目
37.749502,139.094820,自転車盗,2025-06-12,新潟市秋葉区,舟戸２丁目
37.916055,139.129447,自転車盗,2025-06-11,新潟市東区,岡山
37.834524,139.112351,自転車盗,2025-06-13,新潟市秋葉区,中野３丁目
37.876978,139.108954,自転車盗,2025-06-15,新潟市江南区,亀田向陽１丁目
37.937605,139.081003,住宅侵入窃盗,2025-06-11,新潟市東区,秋葉１丁目
37.876978,139.108954,自転車盗,2025-06-16,新潟市江南区,亀田向陽１丁目
37.874781,139.103021,自転車盗,2025-06-16,新潟市江南区,西町３丁目
37.801371,139.121578,自転車盗,2025-06-16,新潟市秋葉区,新津本町１丁目
37.931951,139.119511,自転車盗,2025-06-16,新潟市東区,新松崎２丁目
37.917823,139.083017,自転車盗,2025-06-16,新潟市東区,中山１丁目
37.876138,139.081346,自転車盗,2025-06-17,新潟市江南区,下早通柳田１丁目
37.877740,139.107139,自転車盗,2025-06-20,新潟市江南区,東船場３丁目
37.800553,139.121512,自転車盗,2025-06-22,新潟市秋葉区,新津本町１丁目
37.896357,139.095397,自転車盗,2025-06-23,新潟市東区,石山５丁目
37.876614,139.108295,自転車盗,2025-06-23,新潟市江南区,東船場１丁目
37.877740,139.107139,自転車盗,2025-06-23,新潟市江南区,東船場３丁目
37.877740,139.107139,自転車盗,2025-06-23,新潟市江南区,東船場３丁目
37.941468,139.103549,部品ねらい,2025-06-24,新潟市東区,松園２丁目
37.915848,139.129531,自転車盗,2025-06-27,新潟市東区,岡山
37.924773,139.114948,自転車盗,2025-06-27,新潟市東区,大形本町３丁目
37.874859,139.026911,車上ねらい,2025-06-28,新潟市江南区,太右エ門新田
37.897238,139.094011,自転車盗,2025-06-29,新潟市東区,石山２丁目
37.800553,139.121512,自転車盗,2025-06-30,新潟市秋葉区,新津本町１丁目
37.749502,139.094820,自転車盗,2025-06-30,新潟市秋葉区,舟戸２丁目
37.917681,139.135655,車上ねらい,2025-06-01,新潟市東区,本所１丁目
37.875664,139.080466,自転車盗,2025-06-30,新潟市江南区,下早通柳田１丁目
37.896187,139.095352,自転車盗,2025-07-01,新潟市東区,石山２丁目
37.939655,139.087001,自転車盗,2025-06-01,新潟市東区,宝町
37.876978,139.108954,自転車盗,2025-07-01,新潟市江南区,亀田向陽１丁目
37.800328,139.124180,自転車盗,2025-07-01,新潟市秋葉区,新津本町２丁目
37.896357,139.095397,自転車盗,2025-07-01,新潟市東区,石山５丁目
37.908481,139.108372,自転車盗,2025-06-25,新潟市東区,中島２丁目
37.896555,139.090971,自転車盗,2025-07-03,新潟市東区,石山１丁目
37.896357,139.095397,自転車盗,2025-07-02,新潟市東区,石山５丁目
37.908481,139.108372,自転車盗,2025-07-03,新潟市東区,中島２丁目
37.796660,139.139912,自転車盗,2025-07-03,新潟市秋葉区,金沢町４丁目
37.924773,139.114948,自転車盗,2025-07-05,新潟市東区,大形本町３丁目
37.915412,139.086768,自転車盗,2025-07-05,新潟市東区,中山４丁目
37.908481,139.108372,自転車盗,2025-07-07,新潟市東区,中島２丁目
37.800553,139.121512,車上ねらい,2025-07-07,新潟市秋葉区,新津本町１丁目
37.877740,139.107139,自転車盗,2025-07-08,新潟市江南区,東船場３丁目
37.749502,139.094820,自転車盗,2025-07-04,新潟市秋葉区,舟戸２丁目
37.800553,139.121512,自転車盗,2025-07-09,新潟市秋葉区,新津本町１丁目
37.877740,139.107139,自転車盗,2025-06-29,新潟市江南区,東船場３丁目
37.800553,139.121512,自転車盗,2025-07-10,新潟市秋葉区,新津本町１丁目
37.860575,139.106692,自転車盗,2025-07-09,新潟市江南区,梅見台３丁目
37.800553,139.121512,自転車盗,2025-07-11,新潟市秋葉区,新津本町１丁目
37.911847,139.099061,自転車盗,2025-07-12,新潟市東区,竹尾
37.923675,139.092750,自転車盗,2025-07-12,新潟市東区,牡丹山３丁目
37.908481,139.108372,自転車盗,2025-05-30,新潟市東区,中島２丁目
37.863940,139.041837,自転車盗,2025-07-08,新潟市江南区,曽野木１丁目
37.877740,139.107139,自転車盗,2025-07-10,新潟市江南区,東船場３丁目
37.898586,139.083573,自転車盗,2025-07-15,新潟市東区,東明１丁目
37.877740,139.107139,自転車盗,2025-07-16,新潟市江南区,東船場３丁目
37.876978,139.108954,自転車盗,2025-07-16,新潟市江南区,亀田向陽１丁目
37.749502,139.094820,自転車盗,2025-07-16,新潟市秋葉区,舟戸２丁目
37.877711,139.107545,自転車盗,2025-07-17,新潟市江南区,東船場３丁目
37.907470,139.117734,車上ねらい,2025-07-16,新潟市東区,東中野山７丁目
37.804110,139.140815,自転車盗,2025-07-17,新潟市秋葉区,新津東町１丁目
37.856272,139.145653,自転車盗,2025-07-16,新潟市江南区,横越中央１丁目
37.801143,139.129922,自転車盗,2025-07-17,新潟市秋葉区,新町３丁目
37.924773,139.114948,自転車盗,2025-07-18,新潟市東区,大形本町３丁目
37.915358,139.129304,自転車盗,2025-07-18,新潟市東区,岡山
37.834524,139.112351,自転車盗,2025-07-17,新潟市秋葉区,中野３丁目
37.877740,139.107139,自転車盗,2025-07-19,新潟市江南区,東船場３丁目
37.876614,139.108295,自転車盗,2025-07-19,新潟市江南区,東船場１丁目
37.876978,139.108954,自転車盗,2025-07-20,新潟市江南区,亀田向陽１丁目
37.803649,139.136172,自転車盗,2025-07-21,新潟市秋葉区,新津東町１丁目
37.834524,139.112351,自転車盗,2025-07-22,新潟市秋葉区,中野３丁目
37.877740,139.107139,自転車盗,2025-07-22,新潟市江南区,東船場３丁目
37.908481,139.108372,自転車盗,2025-07-22,新潟市東区,中島２丁目
37.897162,139.088869,自転車盗,2025-07-22,新潟市東区,東明７丁目
37.877740,139.107139,自転車盗,2025-07-23,新潟市江南区,東船場３丁目
37.749502,139.094820,自転車盗,2025-07-24,新潟市秋葉区,舟戸２丁目
37.834524,139.112351,自転車盗,2025-07-24,新潟市秋葉区,中野３丁目
37.876614,139.108295,自転車盗,2025-07-24,新潟市江南区,東船場１丁目
37.809194,139.121081,自転車盗,2025-07-26,新潟市秋葉区,北上１丁目
37.896022,139.088848,自転車盗,2025-07-27,新潟市東区,石山１丁目
37.919230,139.087212,車上ねらい,2025-07-28,新潟市東区,山木戸５丁目
37.792811,139.125908,オートバイ盗,2025-07-30,新潟市秋葉区,新津本町４丁目
37.834524,139.112351,自転車盗,2025-08-01,新潟市秋葉区,中野３丁目
37.803532,139.115582,オートバイ盗,2025-07-25,新潟市秋葉区,美幸町２丁目
37.921280,139.085478,住宅侵入窃盗,2025-06-21,新潟市東区,山木戸４丁目
37.901414,139.080578,住宅侵入窃盗,2025-08-01,新潟市東区,江南２丁目
37.900773,139.083009,住宅侵入窃盗,2025-07-31,新潟市東区,東明２丁目
37.871578,139.118866,自転車盗,2025-08-04,新潟市江南区,北山
37.804110,139.140815,自転車盗,2025-08-05,新潟市秋葉区,新津東町１丁目
37.905094,139.109975,自転車盗,2025-08-05,新潟市東区,石山団地
37.931536,139.100295,自転車盗,2025-08-05,新潟市東区,河渡
37.924773,139.114948,自転車盗,2025-08-07,新潟市東区,大形本町３丁目
37.877740,139.107139,自転車盗,2025-08-08,新潟市江南区,東船場３丁目
37.875407,139.105484,事務所荒し,2025-08-10,新潟市江南区,西町２丁目
37.876614,139.108295,自転車盗,2025-08-15,新潟市江南区,東船場１丁目
37.877740,139.107139,自転車盗,2025-08-07,新潟市江南区,東船場３丁目
37.924773,139.114948,自転車盗,2025-08-15,新潟市東区,大形本町３丁目
37.894588,139.104998,住宅侵入窃盗,2025-08-11,新潟市東区,もえぎ野３丁目
37.942218,139.084644,自転車盗,2025-08-16,新潟市東区,秋葉通３丁目
37.801057,139.119332,自転車盗,2025-08-16,新潟市秋葉区,新津本町１丁目
37.892755,139.101207,住宅侵入窃盗,2025-08-14,新潟市東区,もえぎ野２丁目
37.876565,139.081968,自転車盗,2025-08-17,新潟市江南区,下早通柳田１丁目
37.876978,139.108954,オートバイ盗,2025-08-09,新潟市江南区,亀田向陽１丁目
37.801057,139.119332,自転車盗,2025-08-19,新潟市秋葉区,新津本町１丁目
37.749502,139.094820,自転車盗,2025-08-19,新潟市秋葉区,舟戸２丁目
37.896187,139.095352,自転車盗,2025-08-20,新潟市東区,石山２丁目
37.907217,139.126212,自転車盗,2025-08-21,新潟市東区,江口
37.758897,139.081829,住宅侵入窃盗,2025-08-22,新潟市秋葉区,新保
37.849365,139.143269,自転車盗,2025-08-24,新潟市江南区,横越上町５丁目
37.857583,139.142473,自転車盗,2025-08-21,新潟市江南区,いぶき野１丁目
37.876978,139.108954,自転車盗,2025-08-24,新潟市江南区,亀田向陽１丁目
37.871901,139.097167,自転車盗,2025-08-25,新潟市江南区,亀田四ツ興野１丁目
37.856062,139.097588,自転車盗,2025-08-25,新潟市江南区,茅野山３丁目
37.877740,139.107139,自転車盗,2025-08-25,新潟市江南区,東船場３丁目
37.857576,139.036051,住宅侵入窃盗,2025-07-01,新潟市江南区,天野３丁目
37.870716,139.110549,自転車盗,2025-08-26,新潟市江南区,東本町４丁目
37.800553,139.121512,自転車盗,2025-07-25,新潟市秋葉区,新津本町１丁目
37.908233,139.109342,自転車盗,2025-08-28,新潟市東区,中島２丁目
37.916055,139.129447,自転車盗,2025-09-01,新潟市東区,岡山
37.801688,139.115136,オートバイ盗,2025-08-31,新潟市秋葉区,美幸町２丁目
37.876978,139.108954,自転車盗,2025-09-02,新潟市江南区,亀田向陽１丁目
37.896357,139.095397,自転車盗,2025-09-02,新潟市東区,石山５丁目
37.834524,139.112351,自転車盗,2025-09-02,新潟市秋葉区,中野３丁目
37.895835,139.096266,自転車盗,2025-09-05,新潟市東区,石山４丁目
37.799159,139.126268,自転車盗,2025-09-05,新潟市秋葉区,新津本町２丁目
37.924773,139.114948,自転車盗,2025-09-06,新潟市東区,大形本町３丁目
37.915586,139.128883,自転車盗,2025-09-06,新潟市東区,岡山
37.933104,139.104981,自転車盗,2025-09-06,新潟市東区,河渡
37.895835,139.096266,オートバイ盗,2025-09-09,新潟市東区,石山４丁目
37.950553,139.123233,事務所荒し,2025-05-19,新潟市東区,下山３丁目
37.948897,139.119228,自転車盗,2025-09-10,新潟市東区,根室新町
37.877740,139.107139,自転車盗,2025-09-11,新潟市江南区,東船場３丁目
37.924773,139.114948,自転車盗,2025-09-12,新潟市東区,大形本町３丁目
37.924773,139.114948,自転車盗,2025-09-12,新潟市東区,大形本町３丁目
37.907492,139.107766,自転車盗,2025-09-12,新潟市東区,東中島２丁目
37.915140,139.092884,自転車盗,2025-09-15,新潟市東区,竹尾３丁目
37.915394,139.087164,車上ねらい,2025-09-16,新潟市東区,中山４丁目
37.908481,139.108372,自転車盗,2025-09-16,新潟市東区,中島２丁目
37.799962,139.121620,自転車盗,2025-09-13,新潟市秋葉区,新津本町１丁目
37.915586,139.128883,自転車盗,2025-09-17,新潟市東区,岡山
37.907492,139.107766,自転車盗,2025-09-17,新潟市東区,東中島２丁目
37.834524,139.112351,自転車盗,2025-09-17,新潟市秋葉区,中野３丁目
37.834524,139.112351,自転車盗,2025-09-17,新潟市秋葉区,中野３丁目
37.916055,139.129447,自転車盗,2025-09-18,新潟市東区,岡山
37.876978,139.108954,自転車盗,2025-09-20,新潟市江南区,亀田向陽１丁目
37.872815,139.033129,車上ねらい,2025-09-20,新潟市江南区,久蔵興野
37.813264,139.117144,自転車盗,2025-09-19,新潟市秋葉区,北上１丁目
37.795039,139.103400,自動車盗,2025-08-21,新潟市秋葉区,古田３丁目
37.874995,139.103197,自転車盗,2025-09-21,新潟市江南区,西町３丁目
37.749502,139.094820,自転車盗,2025-09-21,新潟市秋葉区,舟戸２丁目
37.813264,139.117144,部品ねらい,2025-09-22,新潟市秋葉区,北上１丁目
37.876995,139.110160,自転車盗,2025-09-19,新潟市江南区,亀田向陽１丁目
37.925740,139.115571,自転車盗,2025-09-23,新潟市東区,大形本町１丁目
37.834524,139.112351,自転車盗,2025-09-23,新潟市秋葉区,中野３丁目
37.800018,139.121105,自転車盗,2025-09-22,新潟市秋葉区,新津本町１丁目
37.801057,139.119332,自転車盗,2025-09-19,新潟市秋葉区,新津本町１丁目
37.871190,139.091756,自転車盗,2025-09-23,新潟市江南区,鵜ノ子２丁目
37.877740,139.107139,自転車盗,2025-09-23,新潟市江南区,東船場３丁目
37.915371,139.128873,自転車盗,2025-09-22,新潟市東区,岡山
37.915371,139.128873,自転車盗,2025-09-24,新潟市東区,岡山
37.896357,139.095397,自転車盗,2025-09-24,新潟市東区,石山５丁目
37.864649,139.094789,自動車盗,2025-09-24,新潟市江南区,泉町５丁目
37.877740,139.107139,自転車盗,2025-09-25,新潟市江南区,東船場３丁目
37.834524,139.112351,自転車盗,2025-09-25,新潟市秋葉区,中野３丁目
37.927446,139.120273,自転車盗,2025-08-05,新潟市東区,大形本町１丁目
37.896357,139.095397,自転車盗,2025-09-28,新潟市東区,石山５丁目
37.876138,139.081346,自転車盗,2025-09-28,新潟市江南区,下早通柳田１丁目
37.876138,139.081346,自転車盗,2025-09-28,新潟市江南区,下早通柳田１丁目
37.896357,139.095397,自転車盗,2025-09-28,新潟市東区,石山５丁目
37.924773,139.114948,車上ねらい,2025-09-28,新潟市東区,大形本町３丁目
37.896187,139.095352,自転車盗,2025-09-27,新潟市東区,石山２丁目
37.923978,139.122650,自転車盗,2025-09-28,新潟市東区,海老ケ瀬
37.875841,139.116279,車上ねらい,2025-10-02,新潟市江南区,北山
37.877740,139.107139,自転車盗,2025-10-03,新潟市江南区,東船場３丁目
37.749502,139.094820,自転車盗,2025-09-30,新潟市秋葉区,舟戸２丁目
37.898532,139.079428,自動車盗,2025-10-03,新潟市東区,南紫竹２丁目
37.876978,139.108954,自転車盗,2025-10-02,新潟市江南区,亀田向陽１丁目
37.918232,139.097641,自転車盗,2025-09-27,新潟市東区,牡丹山６丁目
37.902225,139.107197,車上ねらい,2025-10-05,新潟市東区,中野山５丁目
37.799814,139.121902,自転車盗,2025-10-03,新潟市秋葉区,新津本町１丁目
37.907492,139.107766,自転車盗,2025-10-02,新潟市東区,東中島２丁目
37.915848,139.129531,自転車盗,2025-10-06,新潟市東区,岡山
37.910706,139.120439,車上ねらい,2025-10-09,新潟市東区,岡山
37.876978,139.108954,自転車盗,2025-10-10,新潟市江南区,亀田向陽１丁目
37.876138,139.081346,自転車盗,2025-10-12,新潟市江南区,下早通柳田１丁目
37.940571,139.107042,車上ねらい,2025-10-17,新潟市東区,向陽１丁目
37.876208,139.114839,自転車盗,2025-10-17,新潟市江南区,亀田向陽２丁目
37.861553,139.112882,自転車盗,2025-10-18,新潟市江南区,城山４丁目
37.915848,139.129531,自転車盗,2025-10-21,新潟市東区,岡山
37.790135,139.125263,車上ねらい,2025-10-18,新潟市秋葉区,中沢町
37.749502,139.094820,自転車盗,2025-10-23,新潟市秋葉区,舟戸２丁目
37.787657,139.115331,自転車盗,2025-10-25,新潟市秋葉区,程島
37.920009,139.131548,部品ねらい,2025-10-24,新潟市東区,本所
37.921686,139.117471,自転車盗,2025-10-27,新潟市東区,逢谷内４丁目
37.914439,139.078797,車上ねらい,2025-10-29,新潟市東区,中山５丁目
37.876978,139.108954,自転車盗,2025-10-31,新潟市江南区,亀田向陽１丁目
37.923386,139.126999,自転車盗,2025-11-04,新潟市東区,海老ケ瀬
37.914956,139.082304,住宅侵入窃盗,2025-10-27,新潟市東区,中山５丁目
37.788229,139.122142,住宅侵入窃盗,2025-11-05,新潟市秋葉区,田家１丁目
37.862461,139.038396,車上ねらい,2025-11-05,新潟市江南区,曽野木２丁目
37.894902,139.094894,自転車盗,2025-10-18,新潟市東区,石山３丁目
37.921962,139.084888,車上ねらい,2025-11-09,新潟市東区,山木戸４丁目
